,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
21,21,11,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.  
6. 0:00 - 0:25: The mouse is positioned with its paws on the surface, head fixed, and the water drop is visible on the spout.  
0:26 - 0:35: The mouse lifts its right paw and moves it toward the spout.  
0:36 - 0:45: The right paw touches the water drop, but the drop remains attached to the spout.  
0:46 - 1:00: The mouse attempts to retrieve the water drop with its paw, but the drop does not detach.  
1:01 - 1:10: The mouse continues to manipulate the water drop with its paw, but the drop remains on the spout.  
1:11 - 1:20: The mouse's paw moves away from the spout, and the water drop remains on the spout.  
1:21 - 1:30: The mouse's paw returns to the spout, but the water drop is still attached.  
1:31 - 1:40: The mouse's paw continues to interact with the water drop, but the drop remains on the spout.  
1:41 - 1:50: The mouse's paw moves away from the spout, and the water drop remains on the spout.  
1:51 - 2:00: The mouse's paw returns to the spout, but the water drop is still attached.  
2:01 - 2:10: The mouse's paw continues to interact with the water drop, but the drop remains on the spout.  
2:11 - 2:20: The mouse's paw moves away from the spout, and the water drop remains on the spout.  
2:21 - 2:30: The mouse's paw returns to the spout, but the water drop is still attached.  
2:31 - 2:40: The mouse's paw continues to interact with the water drop, but the drop remains on the spout.  
2:41 - 2:50: The mouse's paw moves away from the spout, and the water drop remains on the spout.  
2:51 - 3:00: The mouse's paw returns to the spout, but the water drop is still attached.  
3:01 - 3:10: The mouse's paw continues to interact with the water drop, but the drop remains on the spout.  
3:11 - 3:20: The mouse's paw moves away from the spout, and the water drop remains on the spout.  
3:21 - 3:30: The mouse's paw returns to the spout, but the water drop is still attached.  
3:31 - 3:40: The mouse's paw continues to interact with the water drop, but the drop remains on the spout.  
3:41 - 3:50: The mouse's paw moves away from the spout, and the water drop remains on the spout.  
3:51 - 4:00: The mouse's paw returns to the spout, but the water drop is still attached.  
4:01 - 4:10: The mouse's paw continues to interact with the water drop, but the drop remains on the spout.  
4:11 - 4:20: The mouse's paw moves away from the spout, and the water drop remains on the spout.  
4:21 - 4:30: The mouse's paw returns to the spout, but the water drop is still attached.  
4:31 - 4:40: The mouse's paw continues to interact with the water drop, but the drop remains on the spout.  
4:41 - 4:50: The mouse's paw moves away from the spout, and the water drop remains on the spout.  
4:51 - 5:00: The mouse's paw returns to the spout, but the water drop is still attached.  
5:01 - 5:10: The mouse's paw continues to interact with the water drop, but the drop remains on the spout.  
5:11 - 5:20: The mouse's paw moves away from the spout",
22,22,9, No, Yes, No,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and no water was consumed. The mouse attempted to reach the drop with its right paw but did not successfully bring the drop to its mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and no water was consumed. The mouse attempted to reach the drop with its right paw but did not successfully bring the drop to its mouth.  
6. 0:00 - 0:50: The mouse is positioned in front of the spout, with its paws resting on the platform.  
0:50 - 1:00: The water drop forms on the spout.  
1:00 - 1:10: The mouse extends its right paw towards the water drop.  
1:10 - 1:20: The mouse's right paw touches the water drop, but the drop remains on the spout.  
1:20 - 1:30: The mouse retracts its paw without bringing the water drop to its mouth.  
1:30 - 2:00: The mouse continues to attempt to reach the water drop with its right paw but fails to retrieve it.  
2:00 - 2:30: The mouse's right paw makes contact with the water drop again, but the drop remains on the spout.  
2:30 - 3:00: The mouse retracts its paw without consuming any water.  
3:00 - 4:40: The mouse continues to attempt to reach the water drop with its right paw but fails to retrieve it.  
7. 95%", 95%
23,23,15, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was transferred to its mouth. The tongue did not touch the drop, and the paw did not bring the drop close enough for consumption.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was transferred to its mouth. The tongue did not touch the drop, and the paw did not bring the drop close enough for consumption.  
6. 0:00 - 0:25: The mouse remains stationary with both paws on the platform.  
0:26 - 0:35: The mouse lifts its right paw and extends it toward the spout.  
0:36 - 0:45: The right paw touches the water drop, but the drop does not detach or transfer.  
0:46 - 1:00: The paw retracts without bringing any water to the mouth.  
1:01 - 4:45: The mouse remains still, with no further interaction with the water drop.  
7. 95%", 95%
24,24,43, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.  
6. 0:00 - 0:30: The mouse is stationary with both paws on the surface.  
0:30 - 0:40: The mouse lifts its right paw and moves it toward the spout.  
0:40 - 0:50: The right paw touches the water drop, but the drop remains attached to the spout.  
0:50 - 1:00: The mouse retracts its paw without bringing the drop to its mouth.  
1:00 - 1:10: The mouse attempts to lick the spout, but the tongue does not make contact with the water drop.  
1:10 - 1:20: The mouse continues to attempt to reach the water drop with its paw, but the drop remains on the spout.  
1:20 - 1:30: The mouse retracts its paw and remains stationary.  
7. 95%", 95%
25,25,34, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout, and no evidence of consumption or retrieval was observed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout, and no evidence of consumption or retrieval was observed.  
6. 0:00 - 0:25: The mouse is positioned in front of the spout with both paws resting on the platform.  
0:26 - 0:35: The mouse lifts its right paw and extends it toward the spout.  
0:36 - 0:45: The right paw touches the water drop, but the drop remains attached to the spout.  
0:46 - 1:00: The mouse retracts its paw without any water being transferred to the mouth.  
1:01 - 4:45: The mouse repeatedly attempts to reach the water drop with its right paw, but the drop remains on the spout, and no water is consumed.  
7. 95%", 95%
26,26,3,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and the water drop remained fully attached to the spout throughout the trial. The mouse's right paw did not come near the water drop, and no water was transferred to the mouth.  
6. 0:00 - 0:05: The mouse is positioned in the apparatus with its head fixed. 0:05 - 0:10: The water drop forms on the spout. 0:10 - 0:20: The mouse's right paw lifts and moves toward the spout but does not touch the water drop. 0:20 - 0:30: The mouse's right paw returns to its original position. 0:30 - 0:40: The mouse's right paw lifts again and moves toward the spout but does not touch the water drop. 0:40 - 0:50: The mouse's right paw returns to its original position. 0:50 - 1:00: The mouse's right paw lifts and moves toward the spout but does not touch the water drop. 1:00 - 1:10: The mouse's right paw returns to its original position. 1:10 - 1:20: The mouse's right paw lifts and moves toward the spout but does not touch the water drop. 1:20 - 1:30: The mouse's right paw returns to its original position. 1:30 - 1:40: The mouse's right paw lifts and moves toward the spout but does not touch the water drop. 1:40 - 1:50: The mouse's right paw returns to its original position. 1:50 - 2:00: The mouse's right paw lifts and moves toward the spout but does not touch the water drop. 2:00 - 2:10: The mouse's right paw returns to its original position. 2:10 - 2:20: The mouse's right paw lifts and moves toward the spout but does not touch the water drop. 2:20 - 2:30: The mouse's right paw returns to its original position. 2:30 - 2:40: The mouse's right paw lifts and moves toward the spout but does not touch the water drop. 2:40 - 2:50: The mouse's right paw returns to its original position. 2:50 - 3:00: The mouse's right paw lifts and moves toward the spout but does not touch the water drop. 3:00 - 3:10: The mouse's right paw returns to its original position. 3:10 - 3:20: The mouse's right paw lifts and moves toward the spout but does not touch the water drop. 3:20 - 3:30: The mouse's right paw returns to its original position. 3:30 - 3:40: The mouse's right paw lifts and moves toward the spout but does not touch the water drop. 3:40 - 3:50: The mouse's right paw returns to its original position. 3:50 - 4:00: The mouse's right paw lifts and moves toward the spout but does not touch the water drop. 4:00 - 4:10: The mouse's right paw returns to its original position. 4:10 - 4:20: The mouse's right paw lifts and moves toward the spout but does not touch the water drop. 4:20 - 4:30: The mouse's right paw returns to its original position. 4:30 - 4:40: The mouse's right paw lifts and moves toward the spout but does not touch the water drop. 4:40 - 4:50: The mouse's right paw returns to its original position. 4:50 - 5:00: The mouse's right paw lifts and moves toward the spout but does not touch the water drop. 5:00 - 5:10: The mouse's right paw returns to its original position. 5:10 - 5:20: The mouse's right paw lifts and moves toward the spout but does not touch the water drop. 5:20 - 5:30: The mouse's right paw returns to its original position. 5:30 -",
27,27,13, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.  
6. 0:00 - 1:20: The mouse is stationary with both paws on the platform.  
1:20 - 1:40: The water drop forms on the spout and remains attached.  
1:40 - 2:00: The mouse extends its right paw toward the spout but does not touch the water drop.  
2:00 - 4:45: The mouse attempts to reach the water drop with its right paw, but the paw does not make contact with the drop.  
4:45 - 4:45: The water drop remains on the spout, and the mouse does not retrieve it.  
7. 95%", 95%
28,28,45, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.  
6. 0:00 - 0:50: The mouse remains stationary with both paws on the surface.  
0:50 - 1:00: The mouse lifts its right paw and moves it toward the spout.  
1:00 - 1:10: The right paw touches the water drop, but the drop does not detach.  
1:10 - 1:20: The mouse attempts to lick the drop with its tongue, but the tongue does not make contact.  
1:20 - 1:30: The mouse continues to attempt to retrieve the water, but the drop remains on the spout.  
1:30 - 2:00: The mouse retracts its paw and returns to a resting position.  
7. 95%", 95%
29,29,53, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and the right paw did not move toward the spout to retrieve the water. The water drop remained attached to the spout throughout the trial, and no evidence of consumption or retrieval was observed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and the right paw did not move toward the spout to retrieve the water. The water drop remained attached to the spout throughout the trial, and no evidence of consumption or retrieval was observed.  
6. 0:00 - 4:45: The mouse remains stationary with both paws on the surface, head fixed, and no movement toward the spout. The water drop is visible on the spout but remains undisturbed.  
7. 95%", 95%
30,30,20, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, brought it close to its mouth, and the tongue made physical contact with the water drop, indicating that the mouse consumed the entire drop.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, brought it close to its mouth, and the tongue made physical contact with the water drop, indicating that the mouse consumed the entire drop.  
6. 0:00 - 1:00: The mouse is stationary with both paws on the surface. 1:00 - 1:20: The mouse lifts its right paw and moves it towards the spout. 1:20 - 1:40: The mouse's right paw touches the water drop on the spout. 1:40 - 2:00: The mouse brings the water drop close to its mouth and the tongue makes contact with the water drop. 2:00 - 2:20: The mouse continues to drink the water drop. 2:20 - 2:40: The mouse finishes drinking the water drop.  
7. 95%", 95%
31,31,48, No, Yes, Yes,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and although the mouse attempted to retrieve the drop with its right paw, the water was not successfully brought to its mouth. The drop remained on the spout, and no significant amount of water was consumed.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and although the mouse attempted to retrieve the drop with its right paw, the water was not successfully brought to its mouth. The drop remained on the spout, and no significant amount of water was consumed.  
6. 0:00 - 0:05: The mouse is positioned with its paws near the spout, and the water drop is visible on the spout.  
0:06 - 0:10: The mouse extends its right paw towards the water drop.  
0:11 - 0:15: The mouse's right paw touches the water drop, causing it to detach and fall.  
0:16 - 0:20: The water drop falls to the surface below, and the mouse does not attempt to retrieve it.  
0:21 - 0:25: The mouse continues to move its paws but does not make contact with the water drop.  
0:26 - 0:30: The mouse's tongue does not make contact with the water drop.  
0:31 - 0:35: The mouse remains in the same position, with no further attempts to retrieve the water.  
7. 95%", 95%
32,32,14, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout, and no drinking behavior was observed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout, and no drinking behavior was observed.  
6. 0:00 - 0:48: The mouse is stationary, with both paws resting on the surface.  
0:49 - 1:00: The mouse lifts its right paw and moves it toward the spout.  
1:01 - 1:10: The right paw touches the water drop, but the drop remains attached to the spout.  
1:11 - 1:20: The mouse retracts its paw without bringing the drop to its mouth.  
1:21 - 4:45: The mouse remains in a stationary position, with no further interaction with the water drop.  
7. 95%", 95%
33,33,12, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made direct contact with the water, consuming the entire drop. There is no evidence of spillage or incomplete retrieval.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made direct contact with the water, consuming the entire drop. There is no evidence of spillage or incomplete retrieval.  
6. 0:54 - 1:00: Water drop forms on the spout.  
1:00 - 1:08: Mouse's right paw lifts and moves toward the spout.  
1:08 - 1:12: Right paw makes contact with the water drop.  
1:12 - 1:16: Water drop is transferred to the mouth.  
1:16 - 1:20: Tongue makes contact with the water drop.  
1:20 - 4:45: Mouse consumes the water drop.  
7. 95%", 95%
34,34,23, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout, and no evidence of consumption or retrieval was observed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout, and no evidence of consumption or retrieval was observed.  
6. 0:00 - 0:45: The mouse remains stationary with both paws on the surface, showing no movement toward the spout.  
0:46 - 1:00: The mouse lifts its right paw and extends it toward the spout, making contact with the water drop.  
1:01 - 1:15: The mouse retracts its paw, bringing the water drop closer to its mouth, but the tongue does not make contact with the drop.  
1:16 - 4:45: The mouse continues to hold the water drop with its paw but does not consume it. The water drop remains on the spout, and no further attempts are made to drink.  
7. 95%", 95%
35,35,52,,,,,s,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not successfully bring the water drop to its mouth. The water drop remained attached to the spout throughout the trial, and the mouse's tongue did not make physical contact with the water drop. The mouse's paws moved but did not touch the water drop, and no water was consumed.  
6. 0:00 - 0:59: The mouse is positioned in front of the spout with its paws resting on the platform. 1:00 - 1:10: The mouse lifts its paws and moves them towards the spout. 1:11 - 1:20: The mouse's paws move back to the platform. 1:21 - 1:30: The mouse's paws remain on the platform. 1:31 - 1:40: The mouse's paws move towards the spout again. 1:41 - 1:50: The mouse's paws move back to the platform. 1:51 - 2:00: The mouse's paws remain on the platform. 2:01 - 2:10: The mouse's paws move towards the spout again. 2:11 - 2:20: The mouse's paws move back to the platform. 2:21 - 2:30: The mouse's paws remain on the platform. 2:31 - 2:40: The mouse's paws move towards the spout again. 2:41 - 2:50: The mouse's paws move back to the platform. 2:51 - 3:00: The mouse's paws remain on the platform. 3:01 - 3:10: The mouse's paws move towards the spout again. 3:11 - 3:20: The mouse's paws move back to the platform. 3:21 - 3:30: The mouse's paws remain on the platform. 3:31 - 3:40: The mouse's paws move towards the spout again. 3:41 - 3:50: The mouse's paws move back to the platform. 3:51 - 4:00: The mouse's paws remain on the platform. 4:01 - 4:10: The mouse's paws move towards the spout again. 4:11 - 4:20: The mouse's paws move back to the platform. 4:21 - 4:30: The mouse's paws remain on the platform. 4:31 - 4:40: The mouse's paws move towards the spout again. 4:41 - 4:50: The mouse's paws move back to the platform. 4:51 - 5:00: The mouse's paws remain on the platform. 5:01 - 5:10: The mouse's paws move towards the spout again. 5:11 - 5:20: The mouse's paws move back to the platform. 5:21 - 5:30: The mouse's paws remain on the platform. 5:31 - 5:40: The mouse's paws move towards the spout again. 5:41 - 5:50: The mouse's paws move back to the platform. 5:51 - 6:00: The mouse's paws remain on the platform. 6:01 - 6:10: The mouse's paws move towards the spout again. 6:11 - 6:20: The mouse's paws move back to the platform. 6:21 - 6:30: The mouse's paws remain on the platform. 6:31 - 6:40: The mouse's paws move towards the spout again. 6:41 - 6:50: The mouse's paws move back to the platform. 6:51 - 7:00: The mouse's paws remain on the platform. 7:01 - 7:10: The mouse's paws move towards the spout again. 7:11 - 7:20: The mouse's paws move back to the platform. 7:21 - 7:30: The mouse",
36,36,10, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.  
6. 0:00 - 0:50: The mouse remains stationary with both paws on the platform.  
0:51 - 1:00: The mouse lifts its right paw and extends it toward the spout.  
1:01 - 1:10: The right paw touches the water drop, but the drop remains attached to the spout.  
1:11 - 1:20: The mouse retracts its paw without retrieving the water drop.  
1:21 - 2:00: The mouse remains still, with no further interaction with the water drop.  
2:01 - 2:50: The mouse lifts its right paw again and attempts to touch the water drop.  
2:51 - 3:00: The right paw makes contact with the water drop, but the drop remains on the spout.  
3:01 - 3:10: The mouse retracts its paw without retrieving the water drop.  
3:11 - 4:40: The mouse remains stationary, with no further interaction with the water drop.  
7. 95%", 95%
37,37,0, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and no water was consumed. The mouse attempted to reach the drop with its right paw, but the drop remained on the spout and was not retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and no water was consumed. The mouse attempted to reach the drop with its right paw, but the drop remained on the spout and was not retrieved.  
6. 0:00 - 1:10: The mouse is stationary with its paws on the platform.  
1:11 - 1:15: The mouse lifts its right paw towards the spout.  
1:16 - 1:20: The mouse's right paw touches the water drop on the spout.  
1:21 - 1:25: The mouse's right paw moves the water drop towards its mouth.  
1:26 - 1:30: The mouse's right paw is near its mouth, but the water drop is not consumed.  
1:31 - 4:45: The mouse remains stationary with its right paw near its mouth.  
7. 95%", 95%
38,38,81, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained attached to the spout throughout the trial, and the mouse's tongue did not touch it. The mouse's right paw moved toward the spout but did not make contact with the water drop, and no water was retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained attached to the spout throughout the trial, and the mouse's tongue did not touch it. The mouse's right paw moved toward the spout but did not make contact with the water drop, and no water was retrieved.  
6. 0:00 - 1:50: The mouse is positioned in front of the spout with its paws resting on the platform.  
1:50 - 2:00: The water drop forms and remains attached to the spout.  
2:00 - 3:40: The mouse's right paw lifts and moves toward the spout but does not touch the water drop.  
3:40 - 4:40: The mouse's right paw returns to the platform without contacting the water drop.  
4:40 - 4:40: The mouse's paws remain on the platform, and the water drop remains attached to the spout.  
7. 95%", 95%
39,39,38,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed.  
6. 0:00 - 0:30: The mouse is positioned in front of the spout, with its paws resting on the platform.  
0:30 - 0:40: The mouse lifts its right paw and moves it toward the spout.  
0:40 - 0:50: The mouse's right paw makes contact with the water drop, but the drop remains attached to the spout.  
0:50 - 1:00: The mouse attempts to lick the water drop with its tongue, but the tongue does not make contact with the drop.  
1:00 - 1:10: The mouse continues to attempt to lick the water drop, but the tongue does not make contact.  
1:10 - 1:20: The mouse's right paw remains near the spout, but the water drop is still attached.  
1:20 - 1:30: The mouse's right paw moves away from the spout, and the water drop remains attached.  
1:30 - 1:40: The mouse's right paw returns to the spout, but the water drop is still attached.  
1:40 - 1:50: The mouse's right paw makes contact with the water drop again, but the drop remains attached.  
1:50 - 2:00: The mouse continues to attempt to lick the water drop, but the tongue does not make contact.  
2:00 - 2:10: The mouse's right paw moves away from the spout, and the water drop remains attached.  
2:10 - 2:20: The mouse's right paw returns to the spout, but the water drop is still attached.  
2:20 - 2:30: The mouse's right paw makes contact with the water drop again, but the drop remains attached.  
2:30 - 2:40: The mouse continues to attempt to lick the water drop, but the tongue does not make contact.  
2:40 - 2:50: The mouse's right paw moves away from the spout, and the water drop remains attached.  
2:50 - 3:00: The mouse's right paw returns to the spout, but the water drop is still attached.  
3:00 - 3:10: The mouse's right paw makes contact with the water drop again, but the drop remains attached.  
3:10 - 3:20: The mouse continues to attempt to lick the water drop, but the tongue does not make contact.  
3:20 - 3:30: The mouse's right paw moves away from the spout, and the water drop remains attached.  
3:30 - 3:40: The mouse's right paw returns to the spout, but the water drop is still attached.  
3:40 - 3:50: The mouse's right paw makes contact with the water drop again, but the drop remains attached.  
3:50 - 4:00: The mouse continues to attempt to lick the water drop, but the tongue does not make contact.  
4:00 - 4:10: The mouse's right paw moves away from the spout, and the water drop remains attached.  
4:10 - 4:20: The mouse's right paw returns to the spout, but the water drop is still attached.  
4:20 - 4:30: The mouse's right paw makes contact with the water drop again, but the drop remains attached.  
4:30 - 4:40: The mouse continues to attempt to lick the water drop, but the tongue does not make contact.  
4:40 - 4:50: The mouse's right paw moves away from the spout, and the water drop remains attached.  
4:50 - 5:00: The mouse's right paw returns to the spout, but the water drop is still attached.  
5:00 - 5:10: The mouse's right paw makes contact with the water drop again, but the drop remains attached.  
5:10 - 5:20: The mouse continues to attempt to lick the water drop, but the tongue does not make contact.  
5:20 - 5:30: The mouse's right paw moves away from the spout, and the water drop remains attached.  
",
40,40,26, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating full consumption.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating full consumption.  
6. 0:00 - 0:20: The mouse is positioned with its paws on the platform, and the water drop is visible on the spout.  
   0:20 - 0:40: The mouse lifts its right paw and moves it toward the spout.  
   0:40 - 1:00: The right paw touches the water drop, and the mouse begins to lick the water.  
   1:00 - 1:20: The mouse continues to lick the water, and the water drop is consumed.  
   1:20 - 1:40: The mouse finishes drinking, and the water drop is no longer visible.  
7. 95%", 95%
41,41,5, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating the mouse consumed the entire drop.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating the mouse consumed the entire drop.  
6. 0:54 - 1:00: Water drop forms on the spout.  
   1:00 - 1:10: Mouse's right paw lifts and moves toward the water drop.  
   1:10 - 1:15: Mouse's right paw touches the water drop.  
   1:15 - 1:20: Mouse's tongue extends and makes contact with the water drop.  
   1:20 - 1:30: Mouse consumes the water drop.  
7. 95%", 95%
42,42,44, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.  
6. 0:00 - 1:20: The mouse is stationary with both paws on the platform.  
1:21 - 1:25: The mouse lifts its left paw slightly.  
1:26 - 1:30: The mouse extends its right paw toward the spout.  
1:31 - 1:35: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
1:36 - 1:40: The mouse retracts its right paw without retrieving the water drop.  
1:41 - 4:45: The mouse remains stationary with no further interaction with the water drop.  
7. 95%", 95%
