,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
24,24,17,,,,,s,,"1. Yes
2. Yes
3. No
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, and the tongue made physical contact with the water drop, indicating that the mouse successfully consumed the water.
6. 0:00 - 0:08: The mouse is positioned in front of the spout with its right paw raised.
0:09 - 0:15: The water drop forms on the spout.
0:16 - 0:25: The mouse's right paw moves towards the water drop.
0:26 - 0:35: The mouse's right paw touches the water drop.
0:36 - 0:45: The mouse's tongue extends and makes contact with the water drop.
0:46 - 0:55: The mouse retracts its paw and tongue, and the water drop is consumed.
0:56 - 1:05: The mouse repeats the process, with its right paw reaching the spout and its tongue making contact with the water drop.
1:06 - 1:15: The mouse continues to drink, with its right paw and tongue interacting with the water drop.
1:16 - 1:25: The mouse's right paw and tongue continue to interact with the water drop, indicating successful consumption.
1:26 - 1:35: The mouse's right paw and tongue continue to interact with the water drop, indicating successful consumption.
1:36 - 1:45: The mouse's right paw and tongue continue to interact with the water drop, indicating successful consumption.
1:46 - 1:55: The mouse's right paw and tongue continue to interact with the water drop, indicating successful consumption.
1:56 - 2:05: The mouse's right paw and tongue continue to interact with the water drop, indicating successful consumption.
2:06 - 2:15: The mouse's right paw and tongue continue to interact with the water drop, indicating successful consumption.
2:16 - 2:25: The mouse's right paw and tongue continue to interact with the water drop, indicating successful consumption.
2:26 - 2:35: The mouse's right paw and tongue continue to interact with the water drop, indicating successful consumption.
2:36 - 2:45: The mouse's right paw and tongue continue to interact with the water drop, indicating successful consumption.
2:46 - 2:55: The mouse's right paw and tongue continue to interact with the water drop, indicating successful consumption.
2:56 - 3:05: The mouse's right paw and tongue continue to interact with the water drop, indicating successful consumption.
3:06 - 3:15: The mouse's right paw and tongue continue to interact with the water drop, indicating successful consumption.
3:16 - 3:25: The mouse's right paw and tongue continue to interact with the water drop, indicating successful consumption.
3:26 - 3:35: The mouse's right paw and tongue continue to interact with the water drop, indicating successful consumption.
3:36 - 3:45: The mouse's right paw and tongue continue to interact with the water drop, indicating successful consumption.
3:46 - 3:55: The mouse's right paw and tongue continue to interact with the water drop, indicating successful consumption.
3:56 - 4:05: The mouse's right paw and tongue continue to interact with the water drop, indicating successful consumption.
4:06 - 4:15: The mouse's right paw and tongue continue to interact with the water drop, indicating successful consumption.
4:16 - 4:25: The mouse's right paw and tongue continue to interact with the water drop, indicating successful consumption.
4:26 - 4:35: The mouse's right paw and tongue continue to interact with the water drop, indicating successful consumption.
4:36 - 4:45: The mouse's right paw and tongue continue to interact with the water drop, indicating successful consumption.
4:46 - 4:55: The mouse's right paw and tongue continue to interact with the water drop, indicating successful consumption.
4:56 - 5:05: The mouse's right paw and tongue continue to interact with the water drop, indicating successful consumption.
5:06 - 5:15: The mouse's right paw and tongue continue to interact with the water drop, indicating successful consumption.
5:16 - 5:25: The mouse's right paw and tongue continue to interact with the water drop",
25,25,40, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not consumed.  
6. 0:00 - 0:50: The mouse is stationary with both paws on the surface.  
0:50 - 1:00: A water drop forms and remains attached to the spout.  
1:00 - 1:10: The mouse lifts its right paw and moves it toward the water drop.  
1:10 - 1:20: The mouse's right paw touches the water drop, but the drop does not transfer to the mouth.  
1:20 - 1:30: The mouse retracts its paw without consuming the water.  
1:30 - 4:40: The mouse remains stationary with no further interaction with the water drop.  
7. 95%", 95%
26,26,8, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse extended its right paw, made contact with the water drop, and brought it to its mouth. The tongue then made direct contact with the water, and the mouse consumed the entire drop, as evidenced by the complete disappearance of the drop and the absence of any remaining water on the spout or paw.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse extended its right paw, made contact with the water drop, and brought it to its mouth. The tongue then made direct contact with the water, and the mouse consumed the entire drop, as evidenced by the complete disappearance of the drop and the absence of any remaining water on the spout or paw.  
6. 0:00 - 1:20: The mouse remains stationary with its paws on the surface, and the water drop is visible on the spout.  
1:21 - 1:30: The mouse extends its right paw toward the water drop.  
1:31 - 1:35: The mouse's paw touches the water drop, and the drop adheres to the paw.  
1:36 - 1:40: The mouse brings the paw with the water drop to its mouth.  
1:41 - 1:45: The mouse's tongue makes contact with the water drop, and the drop is consumed.  
1:46 - 4:45: The mouse continues to lick its paw and mouth, ensuring all water is consumed.  
7. 95%", 95%
27,27,6,,,,,s,,"1. Yes
2. Yes
3. No
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, and the tongue made physical contact with the water drop. The mouse successfully brought the water drop close to its mouth and consumed it entirely.
6. 0:00 - 0:50: The mouse is positioned in front of the spout, with its paws resting on the surface.
0:50 - 1:10: A water drop forms and remains attached to the spout.
1:10 - 1:20: The mouse's right paw lifts and moves towards the water drop.
1:20 - 1:30: The mouse's right paw touches the water drop, and the water drop is transferred to the paw.
1:30 - 1:40: The mouse brings the water drop close to its mouth, and the tongue makes contact with the water drop.
1:40 - 2:00: The mouse consumes the water drop, and the paw returns to its original position.
2:00 - 2:10: The mouse's right paw lifts again, and the tongue makes contact with the spout.
2:10 - 2:20: The mouse's right paw touches the spout, and the tongue makes contact with the spout.
2:20 - 2:30: The mouse's right paw lifts, and the tongue makes contact with the spout.
2:30 - 2:40: The mouse's right paw touches the spout, and the tongue makes contact with the spout.
2:40 - 2:50: The mouse's right paw lifts, and the tongue makes contact with the spout.
2:50 - 3:00: The mouse's right paw touches the spout, and the tongue makes contact with the spout.
3:00 - 3:10: The mouse's right paw lifts, and the tongue makes contact with the spout.
3:10 - 3:20: The mouse's right paw touches the spout, and the tongue makes contact with the spout.
3:20 - 3:30: The mouse's right paw lifts, and the tongue makes contact with the spout.
3:30 - 3:40: The mouse's right paw touches the spout, and the tongue makes contact with the spout.
3:40 - 3:50: The mouse's right paw lifts, and the tongue makes contact with the spout.
3:50 - 4:00: The mouse's right paw touches the spout, and the tongue makes contact with the spout.
4:00 - 4:10: The mouse's right paw lifts, and the tongue makes contact with the spout.
4:10 - 4:20: The mouse's right paw touches the spout, and the tongue makes contact with the spout.
4:20 - 4:30: The mouse's right paw lifts, and the tongue makes contact with the spout.
4:30 - 4:40: The mouse's right paw touches the spout, and the tongue makes contact with the spout.
4:40 - 4:50: The mouse's right paw lifts, and the tongue makes contact with the spout.
4:50 - 5:00: The mouse's right paw touches the spout, and the tongue makes contact with the spout.
5:00 - 5:10: The mouse's right paw lifts, and the tongue makes contact with the spout.
5:10 - 5:20: The mouse's right paw touches the spout, and the tongue makes contact with the spout.
5:20 - 5:30: The mouse's right paw lifts, and the tongue makes contact with the spout.
5:30 - 5:40: The mouse's right paw touches the spout, and the tongue makes contact with the spout.
5:40 - 5:50: The mouse's right paw lifts, and the tongue makes contact with the spout.
5:50 - 6:00: The mouse's right paw touches the spout, and the tongue makes contact with the spout.
6:00 - 6:10: The mouse's right paw lifts, and the tongue makes contact with the spout.
6:10 - 6:20: The mouse's right paw touches the spout, and the tongue makes contact with the spout.
6:20 - 6",
28,28,7, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse extended its right paw, made physical contact with the water drop, and brought it to its mouth. The tongue then made contact with the water, and the mouse consumed the entire drop. There is no evidence of spillage or incomplete retrieval.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse extended its right paw, made physical contact with the water drop, and brought it to its mouth. The tongue then made contact with the water, and the mouse consumed the entire drop. There is no evidence of spillage or incomplete retrieval.  
6. 0:00 - 1:20: The water drop is visible on the spout, and the mouse remains stationary.  
1:21 - 1:40: The mouse extends its right paw toward the water drop.  
1:41 - 2:00: The mouse's paw touches the water drop, and the drop adheres to the paw.  
2:01 - 2:20: The mouse brings the water drop to its mouth and begins to lick it.  
2:21 - 2:40: The mouse continues to lick the water from its paw, consuming the entire drop.  
2:41 - 3:00: The mouse finishes drinking, and the paw is no longer wet.  
7. 95%", 95%
29,29,35, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the right paw did not reach the spout to retrieve the water. The water drop remained attached to the spout throughout the trial, and no evidence of consumption or retrieval was observed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the right paw did not reach the spout to retrieve the water. The water drop remained attached to the spout throughout the trial, and no evidence of consumption or retrieval was observed.  
6. 0:00 - 1:20: The mouse remains stationary with both paws on the surface, and the water drop is visible on the spout.  
1:21 - 1:50: The mouse lifts its right paw and moves it toward the spout but does not make contact with the water drop.  
1:51 - 2:05: The mouse retracts its paw without touching the water drop.  
2:06 - 4:45: The mouse remains in the same position, with no further movement or interaction with the water drop.  
7. 95%", 95%
30,30,69, No, Yes, Yes,75.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the drop was transferred to its mouth. The mouse's tongue made contact with the water, and the majority of the water was consumed.","1. No  
2. Yes  
3. Yes  
4. 75%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the drop was transferred to its mouth. The mouse's tongue made contact with the water, and the majority of the water was consumed.  
6. 0:00 - 0:50: The mouse is positioned in front of the spout, with its paws resting on the surface.  
0:50 - 1:00: The mouse lifts its right paw and reaches towards the spout.  
1:00 - 1:10: The mouse's right paw makes contact with the water drop, and the drop is transferred to its mouth.  
1:10 - 1:20: The mouse's tongue makes contact with the water, and it begins to drink.  
1:20 - 1:30: The mouse continues to drink, and the majority of the water is consumed.  
1:30 - 1:40: The mouse finishes drinking, and the water drop is no longer visible.  
7. 95%", 95%
31,31,30, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.  
6. 0:00 - 1:00: The mouse is stationary, with both paws resting on the surface.  
1:00 - 1:30: A water drop forms and remains attached to the spout.  
1:30 - 1:40: The mouse lifts its right paw and moves it toward the water drop.  
1:40 - 1:50: The mouse's paw touches the water drop, but the drop remains on the spout.  
1:50 - 2:00: The mouse attempts to lick the water drop with its tongue, but the tongue does not make contact.  
2:00 - 2:10: The mouse continues to attempt to reach the water drop with its paw, but the drop remains on the spout.  
2:10 - 2:20: The mouse's paw moves away from the water drop, and the drop remains on the spout.  
2:20 - 2:30: The mouse remains stationary, with both paws resting on the surface.  
7. 95%", 95%
32,32,46, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse extended its right paw to the spout, made physical contact with the water drop, and successfully brought the drop to its mouth. The tongue made direct contact with the water, and the mouse consumed the entire drop without spillage. The entire water drop was retrieved and ingested, indicating a successful outcome.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse extended its right paw to the spout, made physical contact with the water drop, and successfully brought the drop to its mouth. The tongue made direct contact with the water, and the mouse consumed the entire drop without spillage. The entire water drop was retrieved and ingested, indicating a successful outcome.  
6. 0:00 - 0:50: The mouse is stationary with both paws resting on the platform.  
0:50 - 1:00: A water drop forms and remains attached to the spout.  
1:00 - 1:20: The mouse lifts its right paw and moves it toward the water drop.  
1:20 - 1:30: The right paw makes contact with the water drop, and the mouse brings it toward its mouth.  
1:30 - 1:40: The mouse's tongue makes contact with the water drop, and it begins to consume it.  
1:40 - 2:00: The mouse continues to lick the water drop, consuming it entirely.  
2:00 - 2:10: The mouse retracts its paw and returns to a resting position.  
7. 95%", 95%
33,33,42, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not consumed.  
6. 0:00 - 1:15: The mouse is stationary, with its paws resting on the surface. The water drop is visible on the spout.  
1:16 - 1:20: The mouse lifts its right paw toward the water drop.  
1:21 - 1:25: The mouse's right paw touches the water drop, but the drop remains on the spout.  
1:26 - 1:30: The mouse retracts its paw without retrieving the water.  
1:31 - 4:45: The mouse remains stationary, with no further interaction with the water drop.  
7. 95%", 95%
34,34,24, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.  
6. 0:00 - 1:00: The mouse is stationary, with its paws resting on the surface.  
1:00 - 1:20: A water drop forms and remains attached to the spout.  
1:20 - 1:30: The mouse lifts its right paw and moves it toward the spout.  
1:30 - 1:40: The mouse's paw touches the water drop, but the drop does not transfer to the paw.  
1:40 - 2:00: The mouse attempts to lick the water drop with its tongue, but the tongue does not make contact.  
2:00 - 2:20: The mouse continues to attempt to reach the water drop with its paw and tongue, but no water is retrieved.  
2:20 - 2:40: The mouse's paw moves away from the spout, and the water drop remains on the spout.  
2:40 - 3:00: The mouse remains stationary, with its paws resting on the surface.  
7. 95%", 95%
35,35,19,,,,,s,,"1. Yes
2. Yes
3. No
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, and the tongue made physical contact with the water drop. The mouse successfully brought the water drop close to its mouth and consumed it entirely, as evidenced by the complete disappearance of the water drop and the mouse's licking actions.
6. 0:00 - 0:10: The mouse is positioned in front of the spout with its paws resting on the surface.
0:11 - 0:20: The mouse lifts its right paw and extends it towards the spout.
0:21 - 0:30: The mouse's right paw touches the water drop on the spout, and the water drop adheres to the paw.
0:31 - 0:40: The mouse brings its right paw close to its mouth, and the tongue makes contact with the water drop.
0:41 - 0:50: The mouse continues to lick the water drop from its paw, consuming it entirely.
0:51 - 1:00: The mouse repeats the process, lifting its right paw and touching the spout again.
1:01 - 1:10: The mouse's right paw touches the water drop, and the water drop adheres to the paw.
1:11 - 1:20: The mouse brings its right paw close to its mouth, and the tongue makes contact with the water drop.
1:21 - 1:30: The mouse continues to lick the water drop from its paw, consuming it entirely.
1:31 - 1:40: The mouse repeats the process, lifting its right paw and touching the spout again.
1:41 - 1:50: The mouse's right paw touches the water drop, and the water drop adheres to the paw.
1:51 - 2:00: The mouse brings its right paw close to its mouth, and the tongue makes contact with the water drop.
2:01 - 2:10: The mouse continues to lick the water drop from its paw, consuming it entirely.
2:11 - 2:20: The mouse repeats the process, lifting its right paw and touching the spout again.
2:21 - 2:30: The mouse's right paw touches the water drop, and the water drop adheres to the paw.
2:31 - 2:40: The mouse brings its right paw close to its mouth, and the tongue makes contact with the water drop.
2:41 - 2:50: The mouse continues to lick the water drop from its paw, consuming it entirely.
2:51 - 3:00: The mouse repeats the process, lifting its right paw and touching the spout again.
3:01 - 3:10: The mouse's right paw touches the water drop, and the water drop adheres to the paw.
3:11 - 3:20: The mouse brings its right paw close to its mouth, and the tongue makes contact with the water drop.
3:21 - 3:30: The mouse continues to lick the water drop from its paw, consuming it entirely.
3:31 - 3:40: The mouse repeats the process, lifting its right paw and touching the spout again.
3:41 - 3:50: The mouse's right paw touches the water drop, and the water drop adheres to the paw.
3:51 - 4:00: The mouse brings its right paw close to its mouth, and the tongue makes contact with the water drop.
4:01 - 4:10: The mouse continues to lick the water drop from its paw, consuming it entirely.
4:11 - 4:20: The mouse repeats the process, lifting its right paw and touching the spout again.
4:21 - 4:30: The mouse's right paw touches the water drop, and the water drop adheres to the paw.
4:31 - 4:40: The mouse brings its right paw close to its mouth, and the tongue makes contact with the water drop.
4:41 - 4:50: The mouse continues to lick the water drop from its paw, consuming it entirely.
4:51 - 5:00: The mouse repeats the process, lifting its right paw and touching the spout again.
5:01 - 5:10: The mouse's right paw touches the water drop, and the water drop adheres to the paw.
5:11 - 5:20",
36,36,11, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.  
6. 0:00 - 1:28: Water drop forms and remains on the spout.  
1:29 - 1:32: Mouse lifts right paw toward the spout.  
1:33 - 1:36: Mouse's right paw touches the water drop.  
1:37 - 3:15: Mouse brings the water drop to its mouth and licks it.  
3:16 - 4:40: Mouse continues to lick the water drop.  
7. 95%", 95%
37,37,9, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse extended its right paw to the spout, made contact with the water drop, and brought it to its mouth. The tongue then made physical contact with the water, and the mouse consumed the entire drop. There is no evidence of spillage or incomplete retrieval.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse extended its right paw to the spout, made contact with the water drop, and brought it to its mouth. The tongue then made physical contact with the water, and the mouse consumed the entire drop. There is no evidence of spillage or incomplete retrieval.  
6. 0:00 - 1:30: The mouse is stationary, with its paws resting on the edge of the platform.  
1:30 - 1:35: The water drop forms and remains attached to the spout.  
1:35 - 1:40: The mouse extends its right paw toward the water drop.  
1:40 - 1:45: The mouse's paw touches the water drop, and the drop adheres to the paw.  
1:45 - 2:00: The mouse brings the paw with the water drop to its mouth.  
2:00 - 2:10: The mouse's tongue makes contact with the water drop, and it begins to lick.  
2:10 - 2:30: The mouse continues to lick the water from its paw, consuming the entire drop.  
2:30 - 2:40: The mouse retracts its paw and returns to a resting position.  
7. 95%", 95%
38,38,15, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse extended its right paw to the spout, made contact with the water drop, and brought it to its mouth. The tongue then made direct contact with the water, and the mouse consumed the entire drop, as evidenced by the complete disappearance of the drop and the absence of any remaining water on the spout or paw.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse extended its right paw to the spout, made contact with the water drop, and brought it to its mouth. The tongue then made direct contact with the water, and the mouse consumed the entire drop, as evidenced by the complete disappearance of the drop and the absence of any remaining water on the spout or paw.  
6. 0:54 - 1:12: Water drop forms and remains attached to the spout.  
1:13 - 1:20: Mouse extends right paw toward the spout and makes contact with the water drop.  
1:21 - 1:28: Mouse brings the water drop to its mouth and begins to lick it.  
1:29 - 2:48: Mouse continues to lick the water drop, consuming it entirely.  
2:49 - 4:45: Mouse finishes drinking, with no water remaining on the spout or paw.  
7. 95%", 95%
39,39,43, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was transferred to its mouth. The tongue did not touch the drop, and the paw did not bring the drop close enough to the mouth for consumption.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was transferred to its mouth. The tongue did not touch the drop, and the paw did not bring the drop close enough to the mouth for consumption.  
6. 0:00 - 1:05: The mouse is stationary, with both paws resting on the platform.  
1:06 - 1:10: The mouse lifts its right paw toward the spout.  
1:11 - 1:15: The right paw touches the water drop, but the drop remains attached to the spout.  
1:16 - 1:20: The mouse retracts its paw without bringing the drop to its mouth.  
1:21 - 4:45: The mouse repeatedly attempts to reach the water drop with its right paw but fails to dislodge or consume it.  
7. 95%", 95%
40,40,3, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.  
6. 0:00 - 1:05: The water drop forms and remains attached to the spout.  
1:06 - 1:30: The mouse lifts its right paw toward the spout.  
1:31 - 1:40: The mouse's right paw touches the water drop, but the drop does not detach.  
1:41 - 2:00: The mouse retracts its paw without retrieving the water.  
2:01 - 2:30: The mouse attempts to lick the spout but does not make contact with the water.  
2:31 - 3:00: The mouse continues to attempt reaching the water but fails to retrieve it.  
3:01 - 3:30: The mouse retracts its paw and remains in place.  
7. 95%", 95%
41,41,13, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse extended its right paw to the spout, made contact with the water drop, and brought it to its mouth. The tongue then made direct contact with the water, and the mouse consumed the entire drop. There is no evidence of spillage or incomplete retrieval.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse extended its right paw to the spout, made contact with the water drop, and brought it to its mouth. The tongue then made direct contact with the water, and the mouse consumed the entire drop. There is no evidence of spillage or incomplete retrieval.  
6. 0:54 - 1:08: Water drop forms and remains attached to the spout.  
1:09 - 1:15: Mouse extends right paw toward the water drop.  
1:16 - 1:20: Right paw makes contact with the water drop.  
1:21 - 1:25: Water drop is transferred to the mouth.  
1:26 - 1:30: Tongue makes contact with the water drop.  
1:31 - 1:35: Mouse consumes the water drop.  
1:36 - 1:40: Mouse retracts paw and continues to lick.  
7. 95%", 95%
42,42,47, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout throughout the trial.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout throughout the trial.  
6. 0:00 - 1:50: The mouse is positioned in front of the spout with both paws resting on the platform.  
1:50 - 2:00: The water drop forms and remains attached to the spout.  
2:00 - 2:10: The mouse lifts its right paw and moves it toward the spout.  
2:10 - 2:20: The mouse's right paw touches the water drop, but the drop remains on the spout.  
2:20 - 2:30: The mouse attempts to lick the water drop with its tongue, but the tongue does not make contact.  
2:30 - 2:40: The mouse continues to attempt to reach the water drop with its paw and tongue, but no physical contact is made.  
2:40 - 3:00: The water drop remains on the spout, and the mouse's actions do not result in any water being retrieved.  
7. 95%", 95%
43,43,45,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.  
6. 0:00 - 1:30: The water drop is visible on the spout, and the mouse remains stationary with both paws on the surface.  
1:31 - 1:40: The mouse lifts its right paw and moves it toward the water drop.  
1:41 - 1:50: The mouse's right paw touches the water drop, but the drop remains on the spout.  
1:51 - 2:00: The mouse attempts to lick the water drop with its tongue, but the tongue does not make contact.  
2:01 - 2:10: The mouse continues to attempt to lick the water drop, but the drop remains on the spout.  
2:11 - 2:20: The mouse's right paw moves away from the water drop, and the drop remains on the spout.  
2:21 - 2:30: The mouse's right paw returns to the spout, but the drop remains on the spout.  
2:31 - 2:40: The mouse's right paw moves away from the spout, and the drop remains on the spout.  
2:41 - 2:50: The mouse's right paw returns to the spout, but the drop remains on the spout.  
2:51 - 3:00: The mouse's right paw moves away from the spout, and the drop remains on the spout.  
3:01 - 3:10: The mouse's right paw returns to the spout, but the drop remains on the spout.  
3:11 - 3:20: The mouse's right paw moves away from the spout, and the drop remains on the spout.  
3:21 - 3:30: The mouse's right paw returns to the spout, but the drop remains on the spout.  
3:31 - 3:40: The mouse's right paw moves away from the spout, and the drop remains on the spout.  
3:41 - 3:50: The mouse's right paw returns to the spout, but the drop remains on the spout.  
3:51 - 4:00: The mouse's right paw moves away from the spout, and the drop remains on the spout.  
4:01 - 4:10: The mouse's right paw returns to the spout, but the drop remains on the spout.  
4:11 - 4:20: The mouse's right paw moves away from the spout, and the drop remains on the spout.  
4:21 - 4:30: The mouse's right paw returns to the spout, but the drop remains on the spout.  
4:31 - 4:40: The mouse's right paw moves away from the spout, and the drop remains on the spout.  
4:41 - 4:50: The mouse's right paw returns to the spout, but the drop remains on the spout.  
4:51 - 5:00: The mouse's right paw moves away from the spout, and the drop remains on the spout.  
5:01 - 5:10: The mouse's right paw returns to the spout, but the drop remains on the spout.  
5:11 - 5:20: The mouse's right paw moves away from the spout, and the drop remains on the spout.  
5:21 - 5:30: The mouse's right paw returns to the spout, but the drop remains on the spout.  
5:31 - 5:40: The mouse's right paw moves away from the spout, and the drop remains on the spout.  
5:41 - 5:50: The mouse's right paw returns to the spout, but the drop remains on the spout.  
5:51 - 6:00: The mouse's right paw moves away from the spout, and the drop remains on the spout.  
6:01 - 6:10: The mouse's right paw returns to the spout, but the drop remains on the spout.  
6:11 - 6:20:",
44,44,53, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse extended its right paw, made contact with the water drop, and brought it to its mouth. The tongue then made physical contact with the water, and the mouse consumed the entire drop. There is no evidence of splashing or loss of water.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse extended its right paw, made contact with the water drop, and brought it to its mouth. The tongue then made physical contact with the water, and the mouse consumed the entire drop. There is no evidence of splashing or loss of water.  
6. 0:00 - 1:00: The mouse is stationary, with both paws resting on the edge.  
1:00 - 2:00: The water drop forms and remains attached to the spout.  
2:00 - 3:00: The mouse extends its right paw toward the water drop.  
3:00 - 4:00: The right paw makes contact with the water drop and brings it closer to the mouth.  
4:00 - 5:00: The mouse uses its tongue to lick the water drop, consuming it entirely.  
5:00 - 6:00: The mouse retracts its paw and remains in a resting position.  
7. 95%", 95%
45,45,20, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.  
6. 0:00 - 3:00: The mouse remains stationary with its paws on the surface, and the water drop is visible on the spout.  
3:01 - 3:05: The mouse lifts its right paw and attempts to touch the water drop.  
3:06 - 3:10: The mouse's paw makes contact with the water drop, but the drop does not detach.  
3:11 - 3:15: The mouse retracts its paw without retrieving the water.  
3:16 - 3:20: The mouse continues to attempt to reach the water drop with its paw but fails to retrieve it.  
7. 95%", 95%
