,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
29,29,53, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and the right paw did not move toward the spout to retrieve the water. The water drop remained attached to the spout throughout the trial, and no evidence of consumption or retrieval was observed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and the right paw did not move toward the spout to retrieve the water. The water drop remained attached to the spout throughout the trial, and no evidence of consumption or retrieval was observed.  
6. 0:00 - 4:45: The mouse remains stationary with both paws on the surface, head fixed, and no movement toward the spout. The water drop is visible on the spout but remains undisturbed. No tongue contact or paw movement occurs.  
7. 95%", 95%
30,30,20, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, brought it close to its mouth, and the tongue made physical contact with the water drop, consuming it entirely.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, brought it close to its mouth, and the tongue made physical contact with the water drop, consuming it entirely.  
6. 0:00 - 1:15: The mouse is stationary with both paws on the surface.  
   1:16 - 1:20: The mouse lifts its right paw.  
   1:21 - 1:25: The mouse's right paw touches the water drop on the spout.  
   1:26 - 1:30: The mouse brings the water drop close to its mouth.  
   1:31 - 4:45: The mouse's tongue makes physical contact with the water drop and consumes it entirely.  
7. 95%", 95%
31,31,48,,,,,s,,"1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and although the mouse attempted to reach the drop with its right paw, the paw did not successfully bring the drop close enough to the mouth for consumption. The water drop remained on the spout and was not ingested.  
6. 0:00 - 0:10: The mouse is positioned with its paws near the spout, and the water drop is visible on the spout.  
0:10 - 0:20: The mouse attempts to reach the water drop with its right paw, but the paw does not make contact with the drop.  
0:20 - 0:30: The mouse continues to attempt to reach the water drop with its right paw, but the paw remains too far from the drop.  
0:30 - 0:40: The mouse's right paw moves closer to the water drop, but it does not make contact.  
0:40 - 0:50: The mouse's right paw is still near the water drop, but no physical contact is made.  
0:50 - 1:00: The mouse's right paw moves away from the water drop, and the drop remains on the spout.  
1:00 - 1:10: The mouse's right paw returns to the spout, but the paw does not make contact with the water drop.  
1:10 - 1:20: The mouse's right paw continues to hover near the water drop, but no contact is made.  
1:20 - 1:30: The mouse's right paw moves away from the water drop again, and the drop remains on the spout.  
1:30 - 1:40: The mouse's right paw returns to the spout, but the paw does not make contact with the water drop.  
1:40 - 1:50: The mouse's right paw continues to hover near the water drop, but no contact is made.  
1:50 - 2:00: The mouse's right paw moves away from the water drop, and the drop remains on the spout.  
2:00 - 2:10: The mouse's right paw returns to the spout, but the paw does not make contact with the water drop.  
2:10 - 2:20: The mouse's right paw continues to hover near the water drop, but no contact is made.  
2:20 - 2:30: The mouse's right paw moves away from the water drop, and the drop remains on the spout.  
2:30 - 2:40: The mouse's right paw returns to the spout, but the paw does not make contact with the water drop.  
2:40 - 2:50: The mouse's right paw continues to hover near the water drop, but no contact is made.  
2:50 - 3:00: The mouse's right paw moves away from the water drop, and the drop remains on the spout.  
3:00 - 3:10: The mouse's right paw returns to the spout, but the paw does not make contact with the water drop.  
3:10 - 3:20: The mouse's right paw continues to hover near the water drop, but no contact is made.  
3:20 - 3:30: The mouse's right paw moves away from the water drop, and the drop remains on the spout.  
3:30 - 3:40: The mouse's right paw returns to the spout, but the paw does not make contact with the water drop.  
3:40 - 3:50: The mouse's right paw continues to hover near the water drop, but no contact is made.  
3:50 - 4:00: The mouse's right paw moves away from the water drop, and the drop remains on the spout.  
4:00 - 4:10: The mouse's right paw returns to the spout, but the paw does not make contact with the water drop.  
4:10 - 4:20: The mouse's right paw continues to hover near the water drop, but no contact is made.  
4:20 - 4:30: The mouse's right paw moves away from the water drop, and the drop remains on the spout.  
4:30 - 4:40: The mouse's right paw returns to the spout, but the paw does",
32,32,14, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, and the tongue made physical contact with the water drop, indicating that the mouse successfully consumed the entire drop.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, and the tongue made physical contact with the water drop, indicating that the mouse successfully consumed the entire drop.  
6. 0:00 - 0:45: The mouse is positioned with its paws on the edge of the platform, remaining still.  
0:46 - 1:00: The mouse lifts its right paw and moves it toward the spout.  
1:01 - 1:10: The water drop is visible on the spout, and the mouse's right paw makes contact with it.  
1:11 - 1:20: The mouse's tongue extends and makes contact with the water drop, and the mouse begins to drink.  
1:21 - 1:30: The mouse continues to drink, with the tongue and paw working together to consume the water drop.  
1:31 - 1:40: The mouse finishes drinking, and the water drop is no longer visible.  
7. 95%", 95%
33,33,12, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, and the tongue made physical contact with the water drop. The mouse successfully brought the water drop close to its mouth and consumed it entirely, as evidenced by the complete disappearance of the water drop and the mouse's licking behavior.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, and the tongue made physical contact with the water drop. The mouse successfully brought the water drop close to its mouth and consumed it entirely, as evidenced by the complete disappearance of the water drop and the mouse's licking behavior.  
6. 0:54 - 1:00: The water drop forms on the spout.  
1:00 - 1:08: The mouse's right paw lifts and moves toward the water drop.  
1:08 - 1:12: The mouse's right paw touches the water drop.  
1:12 - 1:16: The mouse's tongue extends and makes contact with the water drop.  
1:16 - 4:45: The mouse continues to lick and consume the water drop.  
7. 95%", 95%
34,34,23, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, and the tongue made physical contact with the water drop. The mouse successfully brought the water drop close to its mouth and consumed it entirely, as evidenced by the complete disappearance of the water drop and the mouse's licking behavior.","1. Yes
2. Yes
3. No
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, and the tongue made physical contact with the water drop. The mouse successfully brought the water drop close to its mouth and consumed it entirely, as evidenced by the complete disappearance of the water drop and the mouse's licking behavior.
6. 0:00 - 0:45: The mouse is positioned with its paws on the surface, and the water drop is visible on the spout.
0:46 - 1:00: The mouse's right paw lifts and moves towards the spout, making contact with the water drop.
1:01 - 1:15: The mouse's right paw holds the water drop, and the tongue makes contact with the water drop.
1:16 - 1:30: The mouse consumes the water drop, and the water drop disappears.
1:31 - 4:45: The mouse continues to lick its paw and mouth, indicating it has consumed the water.
7. 95%", 95%
35,35,52,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and the water drop remained attached to the spout throughout the trial. The mouse's right paw did not move toward the spout, and no water was transferred to the mouth.  
6. 0:00 - 0:05: The mouse is positioned in front of the spout with its paws resting on the platform.  
0:05 - 0:10: The water drop forms on the spout and remains attached.  
0:10 - 0:20: The mouse's paws remain stationary, and no movement toward the spout is observed.  
0:20 - 0:30: The mouse's tongue does not extend or make contact with the water drop.  
0:30 - 0:40: The water drop remains on the spout, and the mouse's paws do not move.  
0:40 - 0:50: The mouse's paws remain in place, and no interaction with the water drop occurs.  
0:50 - 1:00: The water drop is still attached to the spout, and the mouse's tongue does not touch it.  
1:00 - 1:10: The mouse's paws do not move toward the spout, and no water is retrieved.  
1:10 - 1:20: The water drop remains on the spout, and the mouse's tongue does not make contact.  
1:20 - 1:30: The mouse's paws remain stationary, and no interaction with the water drop is observed.  
1:30 - 1:40: The water drop is still attached, and the mouse's tongue does not touch it.  
1:40 - 1:50: The mouse's paws do not move, and no water is retrieved.  
1:50 - 2:00: The water drop remains on the spout, and the mouse's tongue does not make contact.  
2:00 - 2:10: The mouse's paws remain in place, and no interaction with the water drop occurs.  
2:10 - 2:20: The water drop is still attached, and the mouse's tongue does not touch it.  
2:20 - 2:30: The mouse's paws do not move toward the spout, and no water is retrieved.  
2:30 - 2:40: The water drop remains on the spout, and the mouse's tongue does not make contact.  
2:40 - 2:50: The mouse's paws remain stationary, and no interaction with the water drop is observed.  
2:50 - 3:00: The water drop is still attached, and the mouse's tongue does not touch it.  
3:00 - 3:10: The mouse's paws do not move, and no water is retrieved.  
3:10 - 3:20: The water drop remains on the spout, and the mouse's tongue does not make contact.  
3:20 - 3:30: The mouse's paws remain in place, and no interaction with the water drop occurs.  
3:30 - 3:40: The water drop is still attached, and the mouse's tongue does not touch it.  
3:40 - 3:50: The mouse's paws do not move toward the spout, and no water is retrieved.  
3:50 - 4:00: The water drop remains on the spout, and the mouse's tongue does not make contact.  
4:00 - 4:10: The mouse's paws remain stationary, and no interaction with the water drop is observed.  
4:10 - 4:20: The water drop is still attached, and the mouse's tongue does not touch it.  
4:20 - 4:30: The mouse's paws do not move, and no water is retrieved.  
4:30 - 4:40: The water drop remains on the spout, and the mouse's tongue does not make contact.  
4:40 - 4:50: The mouse's paws remain in place, and no interaction with the water drop occurs.  
4:50 - 5:00: The water drop is still attached, and the mouse's tongue does not touch it.  
5:00 - 5:10: The",
36,36,10, No, Yes, No,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve any of it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve any of it.  
6. 0:00 - 0:45: The mouse is positioned in front of the spout, with its paws resting on the surface.  
0:46 - 1:00: The mouse lifts its right paw and extends it toward the spout.  
1:01 - 1:15: The mouse's right paw makes contact with the water drop, but the drop remains attached to the spout.  
1:16 - 1:30: The mouse attempts to bring the water drop closer to its mouth but fails to detach it.  
1:31 - 2:00: The mouse continues to manipulate the water drop with its paw but does not succeed in retrieving it.  
2:01 - 2:30: The mouse retracts its paw and returns to its initial position.  
2:31 - 3:00: The mouse remains stationary, with no further attempts to retrieve the water drop.  
7. 95%", 95%
37,37,0, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, indicating full consumption.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, indicating full consumption.  
6. 0:52 - 1:10: Water drop forms and remains on the spout.  
1:10 - 1:18: Mouse's right paw lifts and moves toward the water drop.  
1:18 - 1:22: Right paw touches the water drop.  
1:22 - 1:28: Water drop is transferred to the mouth.  
1:28 - 4:45: Mouse licks and consumes the water drop.  
7. 95%", 95%
38,38,81,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and no water was consumed. The water drop remained attached to the spout and was not retrieved by the mouse.  
6. 0:00 - 1:48: The mouse is stationary with both paws on the surface.  
1:49 - 2:00: The mouse lifts its right paw and moves it toward the water drop.  
2:01 - 2:05: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
2:06 - 2:10: The mouse's right paw moves away from the water drop.  
2:11 - 2:15: The mouse's right paw returns to the spout and touches the water drop again.  
2:16 - 2:20: The mouse's right paw moves away from the water drop.  
2:21 - 2:25: The mouse's right paw returns to the spout and touches the water drop again.  
2:26 - 2:30: The mouse's right paw moves away from the water drop.  
2:31 - 2:35: The mouse's right paw returns to the spout and touches the water drop again.  
2:36 - 2:40: The mouse's right paw moves away from the water drop.  
2:41 - 2:45: The mouse's right paw returns to the spout and touches the water drop again.  
2:46 - 2:50: The mouse's right paw moves away from the water drop.  
2:51 - 2:55: The mouse's right paw returns to the spout and touches the water drop again.  
2:56 - 3:00: The mouse's right paw moves away from the water drop.  
3:01 - 3:05: The mouse's right paw returns to the spout and touches the water drop again.  
3:06 - 3:10: The mouse's right paw moves away from the water drop.  
3:11 - 3:15: The mouse's right paw returns to the spout and touches the water drop again.  
3:16 - 3:20: The mouse's right paw moves away from the water drop.  
3:21 - 3:25: The mouse's right paw returns to the spout and touches the water drop again.  
3:26 - 3:30: The mouse's right paw moves away from the water drop.  
3:31 - 3:35: The mouse's right paw returns to the spout and touches the water drop again.  
3:36 - 3:40: The mouse's right paw moves away from the water drop.  
3:41 - 3:45: The mouse's right paw returns to the spout and touches the water drop again.  
3:46 - 3:50: The mouse's right paw moves away from the water drop.  
3:51 - 3:55: The mouse's right paw returns to the spout and touches the water drop again.  
3:56 - 4:00: The mouse's right paw moves away from the water drop.  
4:01 - 4:05: The mouse's right paw returns to the spout and touches the water drop again.  
4:06 - 4:10: The mouse's right paw moves away from the water drop.  
4:11 - 4:15: The mouse's right paw returns to the spout and touches the water drop again.  
4:16 - 4:20: The mouse's right paw moves away from the water drop.  
4:21 - 4:25: The mouse's right paw returns to the spout and touches the water drop again.  
4:26 - 4:30: The mouse's right paw moves away from the water drop.  
4:31 - 4:35: The mouse's right paw returns to the spout and touches the water drop again.  
4:36 - 4:40: The mouse's right paw moves away from the water drop.  
4:41 - 4:45: The mouse's right paw returns to the spout and touches the water drop again.  
4:46 - 4:50: The mouse's right",
39,39,38, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.  
6. 0:00 - 0:30: The mouse is stationary, with both paws resting on the platform.  
0:30 - 0:40: The mouse lifts its right paw and moves it toward the spout.  
0:40 - 0:50: The right paw touches the water drop, but the drop does not detach.  
0:50 - 1:00: The mouse attempts to lick the water drop with its tongue, but the tongue does not make contact.  
1:00 - 1:10: The mouse continues to attempt to drink, but the water drop remains on the spout.  
1:10 - 1:20: The mouse retracts its paw and returns to a resting position.  
7. 95%", 95%
40,40,26, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, and the tongue made physical contact with the water drop. The mouse successfully brought the water drop close to its mouth and consumed it entirely, as evidenced by the complete disappearance of the water drop and the mouse's licking behavior.","1. Yes
2. Yes
3. No
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, and the tongue made physical contact with the water drop. The mouse successfully brought the water drop close to its mouth and consumed it entirely, as evidenced by the complete disappearance of the water drop and the mouse's licking behavior.
6. 0:00 - 0:20: The mouse is positioned in front of the spout with its paws resting on the surface. 0:20 - 0:40: The mouse lifts its right paw and extends it towards the spout. 0:40 - 0:50: The mouse's right paw makes contact with the water drop on the spout. 0:50 - 1:00: The mouse's tongue extends and makes physical contact with the water drop. 1:00 - 1:10: The mouse retracts its paw and begins to lick the water drop. 1:10 - 1:20: The mouse continues to lick the water drop, consuming it entirely. 1:20 - 1:30: The mouse finishes drinking and retracts its tongue.
7. 95%", 95%
41,41,5, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating full consumption.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating full consumption.  
6. 0:56 - 1:00: Water drop forms on the spout.  
   1:00 - 1:04: Mouse's right paw lifts and moves toward the water drop.  
   1:04 - 1:08: Right paw touches the water drop.  
   1:08 - 1:12: Water drop is transferred to the mouth.  
   1:12 - 1:16: Tongue makes contact with the water drop.  
   1:16 - 1:20: Mouse begins to drink the water.  
   1:20 - 1:24: Mouse continues to drink, consuming the entire water drop.  
7. 95%", 95%
42,42,44, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, and the water drop was fully transferred to the mouse's mouth. The mouse's tongue made physical contact with the water drop, and the mouse consumed the entire drop.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, and the water drop was fully transferred to the mouse's mouth. The mouse's tongue made physical contact with the water drop, and the mouse consumed the entire drop.  
6. 0:00 - 1:20: The mouse is stationary with its paws on the edge of the platform.  
1:20 - 1:25: The water drop forms on the spout.  
1:25 - 1:30: The mouse's right paw lifts and moves toward the water drop.  
1:30 - 1:35: The mouse's right paw touches the water drop.  
1:35 - 1:40: The water drop is transferred to the mouse's mouth.  
1:40 - 4:45: The mouse consumes the water drop.  
7. 95%", 95%
